Field,Cluster,Disposition,Target owner,Replacement / independent information,Confidence,Pinned source,Reason
NavigationModeExecutor.px4_hold_confirmed_,PX4VehicleStatus,DERIVE,Px4AuthorityShadow,fresh VehicleStatus AUTO_LOITER witness after request; preserve status evidence,SOURCE_REVIEWED_CLUSTER,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:285,Derived from canonical typed witness/value; requires equivalence test at migration.
NavigationModeExecutor.hold_handover_pending_,PX4ModeRequest,MERGE,Px4AuthorityShadow,typed HoldTransfer request,SOURCE_REVIEWED_CLUSTER,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:286,Conservative cluster disposition; nested product implementation may stay in its boundary.
NavigationModeExecutor.hold_handover_in_flight_,PX4ModeRequest,DELETE,Px4AuthorityShadow,typed HoldTransfer request,SOURCE_REVIEWED_CLUSTER,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:287,Duplicated policy mirror or boolean lifecycle projection; replacement retains independent fact.
NavigationModeExecutor.hold_handover_complete_navigation_failure_,PX4TransferContext,KEEP,Px4AuthorityShadow,request cause,SOURCE_REVIEWED_CLUSTER,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:288,Conservative cluster disposition; nested product implementation may stay in its boundary.
NavigationModeExecutor.hold_handover_next_retry_steady_ns_,PX4RetryDeadline,KEEP,Px4AuthorityShadow,retry deadline,SOURCE_REVIEWED_CLUSTER,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:290,Conservative cluster disposition; nested product implementation may stay in its boundary.
PlanningWorker.pending_,WorkerBookkeeping,KEEP,computation worker,"worker lifecycle, no flight authority",CLUSTER_CONSERVATIVE,src/runtime/navigation_runtime/include/navigation_runtime/planning_worker.hpp:342,Conservative cluster disposition; nested product implementation may stay in its boundary.
PlanningWorker.active_,WorkerBookkeeping,KEEP,computation worker,"worker lifecycle, no flight authority",CLUSTER_CONSERVATIVE,src/runtime/navigation_runtime/include/navigation_runtime/planning_worker.hpp:343,Conservative cluster disposition; nested product implementation may stay in its boundary.
PlanningWorker.snapshot_,WorkerBookkeeping,KEEP,computation worker,"worker lifecycle, no flight authority",CLUSTER_CONSERVATIVE,src/runtime/navigation_runtime/include/navigation_runtime/planning_worker.hpp:344,Conservative cluster disposition; nested product implementation may stay in its boundary.
PlanningWorker.accepting_,WorkerBookkeeping,KEEP,computation worker,"worker lifecycle, no flight authority",CLUSTER_CONSERVATIVE,src/runtime/navigation_runtime/include/navigation_runtime/planning_worker.hpp:345,Conservative cluster disposition; nested product implementation may stay in its boundary.
PlanningWorker.started_,WorkerBookkeeping,KEEP,computation worker,"worker lifecycle, no flight authority",CLUSTER_CONSERVATIVE,src/runtime/navigation_runtime/include/navigation_runtime/planning_worker.hpp:346,Conservative cluster disposition; nested product implementation may stay in its boundary.
PlanningWorker.fatal_,WorkerBookkeeping,KEEP,computation worker,"worker lifecycle, no flight authority",CLUSTER_CONSERVATIVE,src/runtime/navigation_runtime/include/navigation_runtime/planning_worker.hpp:347,Conservative cluster disposition; nested product implementation may stay in its boundary.
PlanningWorker.shutdown_started_,WorkerBookkeeping,KEEP,computation worker,"worker lifecycle, no flight authority",CLUSTER_CONSERVATIVE,src/runtime/navigation_runtime/include/navigation_runtime/planning_worker.hpp:348,Conservative cluster disposition; nested product implementation may stay in its boundary.
PlanningWorker.joined_,WorkerBookkeeping,KEEP,computation worker,"worker lifecycle, no flight authority",CLUSTER_CONSERVATIVE,src/runtime/navigation_runtime/include/navigation_runtime/planning_worker.hpp:349,Conservative cluster disposition; nested product implementation may stay in its boundary.
PlanningWorker.failure_,WorkerBookkeeping,KEEP,computation worker,"worker lifecycle, no flight authority",CLUSTER_CONSERVATIVE,src/runtime/navigation_runtime/include/navigation_runtime/planning_worker.hpp:350,Conservative cluster disposition; nested product implementation may stay in its boundary.
PendingGoalHandoffOwner.pending_goal_,DesiredMissionIntent,MOVE,MissionProgressShadow,mission intent identity,CLUSTER_CONSERVATIVE,src/runtime/navigation_runtime/include/navigation_runtime/planner_fsm.hpp:90,Conservative cluster disposition; nested product implementation may stay in its boundary.
WorldSnapshotStore.latest_,LatestWorld,KEEP,WorldModel,immutable latest world / worker object,CLUSTER_CONSERVATIVE,src/mapping/navigation_mapping/include/navigation_mapping/world_snapshot_store.hpp:177,Conservative cluster disposition; nested product implementation may stay in its boundary.
RouteProgress.waypoints_,RouteGeometry,KEEP,MissionProgressShadow,route geometry and ordered segments,SOURCE_REVIEWED_CLUSTER,src/contracts/navigation_mission/include/navigation_mission/route_progress.hpp:150,Conservative cluster disposition; nested product implementation may stay in its boundary.
RouteProgress.segments_,RouteGeometry,KEEP,MissionProgressShadow,route geometry and ordered segments,SOURCE_REVIEWED_CLUSTER,src/contracts/navigation_mission/include/navigation_mission/route_progress.hpp:151,Conservative cluster disposition; nested product implementation may stay in its boundary.
RouteProgress.waypoint_arc_lengths_,RouteGeometry,KEEP,MissionProgressShadow,route geometry and ordered segments,SOURCE_REVIEWED_CLUSTER,src/contracts/navigation_mission/include/navigation_mission/route_progress.hpp:152,Conservative cluster disposition; nested product implementation may stay in its boundary.
RouteProgress.config_,RouteGeometry,KEEP,MissionProgressShadow,route geometry and ordered segments,SOURCE_REVIEWED_CLUSTER,src/contracts/navigation_mission/include/navigation_mission/route_progress.hpp:153,Conservative cluster disposition; nested product implementation may stay in its boundary.
RouteProgress.state_,MeasuredRouteHistory,MOVE,MissionProgressShadow,route cursor and crossing witness,SOURCE_REVIEWED_CLUSTER,src/contracts/navigation_mission/include/navigation_mission/route_progress.hpp:154,Conservative cluster disposition; nested product implementation may stay in its boundary.
RouteProgress.total_length_m_,RouteGeometry,DERIVE,MissionProgressShadow,route geometry and ordered segments,SOURCE_REVIEWED_CLUSTER,src/contracts/navigation_mission/include/navigation_mission/route_progress.hpp:155,Derived from canonical typed witness/value; requires equivalence test at migration.
ExecutionStateStore.active_epoch_,MeasuredStateHistory,KEEP,measurement boundary,measured state and estimator memory,CLUSTER_CONSERVATIVE,src/execution/navigation_execution/include/navigation_execution/execution_state_store.hpp:45,Conservative cluster disposition; nested product implementation may stay in its boundary.
ExecutionStateStore.next_ingress_sequence_,MeasuredStateHistory,KEEP,measurement boundary,measured state and estimator memory,CLUSTER_CONSERVATIVE,src/execution/navigation_execution/include/navigation_execution/execution_state_store.hpp:46,Conservative cluster disposition; nested product implementation may stay in its boundary.
ExecutionStateStore.state_,MeasuredStateHistory,KEEP,measurement boundary,measured state and estimator memory,CLUSTER_CONSERVATIVE,src/execution/navigation_execution/include/navigation_execution/execution_state_store.hpp:47,Conservative cluster disposition; nested product implementation may stay in its boundary.
KinematicDerivativeEstimator.have_velocity_,MeasuredStateHistory,KEEP,measurement boundary,measured state and estimator memory,CLUSTER_CONSERVATIVE,src/runtime/navigation_runtime/include/navigation_runtime/kinematic_derivative_estimator.hpp:86,Conservative cluster disposition; nested product implementation may stay in its boundary.
KinematicDerivativeEstimator.have_acceleration_,MeasuredStateHistory,KEEP,measurement boundary,measured state and estimator memory,CLUSTER_CONSERVATIVE,src/runtime/navigation_runtime/include/navigation_runtime/kinematic_derivative_estimator.hpp:87,Conservative cluster disposition; nested product implementation may stay in its boundary.
KinematicDerivativeEstimator.previous_stamp_ns_,MeasuredStateHistory,KEEP,measurement boundary,measured state and estimator memory,CLUSTER_CONSERVATIVE,src/runtime/navigation_runtime/include/navigation_runtime/kinematic_derivative_estimator.hpp:88,Conservative cluster disposition; nested product implementation may stay in its boundary.
KinematicDerivativeEstimator.previous_epoch_,MeasuredStateHistory,KEEP,measurement boundary,measured state and estimator memory,CLUSTER_CONSERVATIVE,src/runtime/navigation_runtime/include/navigation_runtime/kinematic_derivative_estimator.hpp:89,Conservative cluster disposition; nested product implementation may stay in its boundary.
KinematicDerivativeEstimator.previous_velocity_,MeasuredStateHistory,KEEP,measurement boundary,measured state and estimator memory,CLUSTER_CONSERVATIVE,src/runtime/navigation_runtime/include/navigation_runtime/kinematic_derivative_estimator.hpp:90,Conservative cluster disposition; nested product implementation may stay in its boundary.
KinematicDerivativeEstimator.previous_acceleration_,MeasuredStateHistory,KEEP,measurement boundary,measured state and estimator memory,CLUSTER_CONSERVATIVE,src/runtime/navigation_runtime/include/navigation_runtime/kinematic_derivative_estimator.hpp:91,Conservative cluster disposition; nested product implementation may stay in its boundary.
HeadingRebindWorker.pending_,WorkerBookkeeping,KEEP,computation worker,"worker lifecycle, no flight authority",CLUSTER_CONSERVATIVE,src/runtime/navigation_runtime/include/navigation_runtime/heading_rebind_worker.hpp:116,Conservative cluster disposition; nested product implementation may stay in its boundary.
HeadingRebindWorker.snapshot_,WorkerBookkeeping,KEEP,computation worker,"worker lifecycle, no flight authority",CLUSTER_CONSERVATIVE,src/runtime/navigation_runtime/include/navigation_runtime/heading_rebind_worker.hpp:117,Conservative cluster disposition; nested product implementation may stay in its boundary.
HeadingRebindWorker.started_,WorkerBookkeeping,KEEP,computation worker,"worker lifecycle, no flight authority",CLUSTER_CONSERVATIVE,src/runtime/navigation_runtime/include/navigation_runtime/heading_rebind_worker.hpp:118,Conservative cluster disposition; nested product implementation may stay in its boundary.
HeadingRebindWorker.stopping_,WorkerBookkeeping,KEEP,computation worker,"worker lifecycle, no flight authority",CLUSTER_CONSERVATIVE,src/runtime/navigation_runtime/include/navigation_runtime/heading_rebind_worker.hpp:119,Conservative cluster disposition; nested product implementation may stay in its boundary.
HeadingRebindWorker.joined_,WorkerBookkeeping,KEEP,computation worker,"worker lifecycle, no flight authority",CLUSTER_CONSERVATIVE,src/runtime/navigation_runtime/include/navigation_runtime/heading_rebind_worker.hpp:120,Conservative cluster disposition; nested product implementation may stay in its boundary.
BaselineRefinementOpportunity.owner_,QualityReceipt,KEEP,worker boundary,quality opportunity receipt,CLUSTER_CONSERVATIVE,src/runtime/navigation_runtime/include/navigation_runtime/baseline_refinement.hpp:101,Conservative cluster disposition; nested product implementation may stay in its boundary.
BaselineRefinementOpportunity.generation_,QualityReceipt,KEEP,worker boundary,quality opportunity receipt,CLUSTER_CONSERVATIVE,src/runtime/navigation_runtime/include/navigation_runtime/baseline_refinement.hpp:102,Conservative cluster disposition; nested product implementation may stay in its boundary.
MappingWorker.ready_,WorkerBookkeeping,KEEP,computation worker,"worker lifecycle, no flight authority",CLUSTER_CONSERVATIVE,src/mapping/navigation_mapping/include/navigation_mapping/mapping_worker.hpp:283,Conservative cluster disposition; nested product implementation may stay in its boundary.
MappingWorker.accepting_,WorkerBookkeeping,KEEP,computation worker,"worker lifecycle, no flight authority",CLUSTER_CONSERVATIVE,src/mapping/navigation_mapping/include/navigation_mapping/mapping_worker.hpp:284,Conservative cluster disposition; nested product implementation may stay in its boundary.
MappingWorker.started_,WorkerBookkeeping,KEEP,computation worker,"worker lifecycle, no flight authority",CLUSTER_CONSERVATIVE,src/mapping/navigation_mapping/include/navigation_mapping/mapping_worker.hpp:285,Conservative cluster disposition; nested product implementation may stay in its boundary.
MappingWorker.fatal_,WorkerBookkeeping,KEEP,computation worker,"worker lifecycle, no flight authority",CLUSTER_CONSERVATIVE,src/mapping/navigation_mapping/include/navigation_mapping/mapping_worker.hpp:286,Conservative cluster disposition; nested product implementation may stay in its boundary.
MappingWorker.shutdown_started_,WorkerBookkeeping,KEEP,computation worker,"worker lifecycle, no flight authority",CLUSTER_CONSERVATIVE,src/mapping/navigation_mapping/include/navigation_mapping/mapping_worker.hpp:287,Conservative cluster disposition; nested product implementation may stay in its boundary.
MappingWorker.joined_,WorkerBookkeeping,KEEP,computation worker,"worker lifecycle, no flight authority",CLUSTER_CONSERVATIVE,src/mapping/navigation_mapping/include/navigation_mapping/mapping_worker.hpp:288,Conservative cluster disposition; nested product implementation may stay in its boundary.
MappingWorker.resetting_,WorkerBookkeeping,KEEP,computation worker,"worker lifecycle, no flight authority",CLUSTER_CONSERVATIVE,src/mapping/navigation_mapping/include/navigation_mapping/mapping_worker.hpp:289,Conservative cluster disposition; nested product implementation may stay in its boundary.
MappingWorker.in_flight_,WorkerBookkeeping,KEEP,computation worker,"worker lifecycle, no flight authority",CLUSTER_CONSERVATIVE,src/mapping/navigation_mapping/include/navigation_mapping/mapping_worker.hpp:290,Conservative cluster disposition; nested product implementation may stay in its boundary.
MappingWorker.failure_,WorkerBookkeeping,KEEP,computation worker,"worker lifecycle, no flight authority",CLUSTER_CONSERVATIVE,src/mapping/navigation_mapping/include/navigation_mapping/mapping_worker.hpp:291,Conservative cluster disposition; nested product implementation may stay in its boundary.
MappingWorker.highest_admitted_key_,WorkerBookkeeping,KEEP,computation worker,"worker lifecycle, no flight authority",CLUSTER_CONSERVATIVE,src/mapping/navigation_mapping/include/navigation_mapping/mapping_worker.hpp:292,Conservative cluster disposition; nested product implementation may stay in its boundary.
