Field,Current owner,Semantic meaning,Writer(s),Reader(s),Lifetime,Invalidation,Independent info?,Can derive?,Target action,Target owner,Replacement,Equivalence evidence,Category,Type,Source,Blob
NavigationRuntimeNode.planning_key_unavailable_count_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,diagnostic candidate,std::atomic_uint64_t,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:577,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.planning_submit_count_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,diagnostic candidate,std::atomic_uint64_t,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:578,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.execution_timeline_invariant_violation_count_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,diagnostic candidate,std::atomic_uint64_t,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:579,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.observation_accounting_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,navigation_mapping::ObservationAccounting,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:580,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.metrics_log_time_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,diagnostic candidate,std::chrono::steady_clock::time_point,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:581,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.end_to_end_samples_ms_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,std::vector<double>,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:582,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.world_snapshot_store_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,navigation_mapping::WorldSnapshotStore,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:584,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.command_bundle_store_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,navigation_execution::ExecutionTimelineStore,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:585,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.command_sampler_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,navigation_execution::CommandSampler,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:586,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.mapping_telemetry_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,std::shared_ptr<MappingTelemetry>,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:587,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.mapping_lifecycle_observer_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,std::shared_ptr<MappingLifecycleObserver>,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:588,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.mapping_worker_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,std::unique_ptr<navigation_mapping::MappingWorker<PendingRegisteredScan>>,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:589,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.planner_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,navigation_planning_backend::PlannerFacade*,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:590,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.planning_worker_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,std::unique_ptr<PlanningWorker<navigation_planning_backend::PlannerFacade>>,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:591,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.heading_rebind_worker_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,std::unique_ptr<HeadingRebindWorker>,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:592,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.heading_rebind_mutex_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,infrastructure/config,mutable std::mutex,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:593,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.pending_heading_rebind_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,std::optional<PendingHeadingRebind>,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:594,bcd4235d7abe5dcef8730a751760b130f745cac2
ExecutionEpisodeSnapshot.localization_epoch,ExecutionEpisodeSnapshot,localization reset fence,ExecutionEpisode::reset/beginGoal,bundleIdentityMatchesEpisode,localization epoch,reset/new epoch,yes: reset fence,may derive from core epoch; proof pending,KEEP,ExecutionAuthority,localization reset fence,"execution_episode.hpp:74-105,246-260; target equivalence pending",behavioral candidate,std::uint64_t,src/runtime/navigation_runtime/include/navigation_runtime/execution_episode.hpp:42,9e1d62d9fcafef4f9cf56775ee263ef3cef908dc
ExecutionEpisodeSnapshot.goal_epoch,ExecutionEpisodeSnapshot,desired intent revision,ExecutionEpisode::beginGoal,desiredPlanningKey and bundleIdentityMatchesEpisode,desired intent,new goal/reset,yes: desired revision,from canonical desired intent,MOVE,MissionIntent,desired intent revision,"execution_episode.hpp:85-105,246-260; target equivalence pending",behavioral candidate,std::uint64_t,src/runtime/navigation_runtime/include/navigation_runtime/execution_episode.hpp:46,9e1d62d9fcafef4f9cf56775ee263ef3cef908dc
ExecutionEpisodeSnapshot.request_id,ExecutionEpisodeSnapshot,desired request identity,ExecutionEpisode::beginGoal,desiredPlanningKey and bundleIdentityMatchesEpisode,desired intent,new goal/reset,yes: request identity,from canonical desired intent,MOVE,MissionIntent,desired request identity,"execution_episode.hpp:85-105,246-260; target equivalence pending",behavioral candidate,std::uint64_t,src/runtime/navigation_runtime/include/navigation_runtime/execution_episode.hpp:47,9e1d62d9fcafef4f9cf56775ee263ef3cef908dc
ExecutionEpisodeSnapshot.active_command_goal_epoch,ExecutionEpisodeSnapshot,requires writer/reader proof,commandCommitted/reset/nonretained beginGoal,activeBundleIdentityMatches,active bundle episode,new active/revoke/reset,active differs from desired,possibly active bundle key,UNRESOLVED,UNRESOLVED,not established,"execution_episode.hpp:85-115,253-263; target equivalence pending",behavioral candidate,std::uint64_t,src/runtime/navigation_runtime/include/navigation_runtime/execution_episode.hpp:48,9e1d62d9fcafef4f9cf56775ee263ef3cef908dc
ExecutionEpisodeSnapshot.active_command_request_id,ExecutionEpisodeSnapshot,requires writer/reader proof,commandCommitted/reset/nonretained beginGoal,activeBundleIdentityMatches,active bundle episode,new active/revoke/reset,active differs from desired,possibly active bundle key,UNRESOLVED,UNRESOLVED,not established,"execution_episode.hpp:85-115,253-263; target equivalence pending",behavioral candidate,std::uint64_t,src/runtime/navigation_runtime/include/navigation_runtime/execution_episode.hpp:49,9e1d62d9fcafef4f9cf56775ee263ef3cef908dc
ExecutionEpisodeSnapshot.active_generation,ExecutionEpisodeSnapshot,requires writer/reader proof,commandCommitted/stoppedHold/reset,activeBundleIdentityMatches/commit guard,active bundle episode,new active/revoke/reset,yes: execution generation,possibly active bundle key,UNRESOLVED,UNRESOLVED,not established,"execution_episode.hpp:108-116,205-219,253-263; target equivalence pending",behavioral candidate,std::uint64_t,src/runtime/navigation_runtime/include/navigation_runtime/execution_episode.hpp:50,9e1d62d9fcafef4f9cf56775ee263ef3cef908dc
ExecutionEpisodeSnapshot.phase,ExecutionEpisodeSnapshot,requires writer/reader proof,beginGoal/commit/sample/stoppedHold/failClosed,planning/publication phase guards,execution episode,transition/reset,policy phase,possibly sum type with recovery,UNRESOLVED,UNRESOLVED,not established,execution_episode.hpp:85-243; target equivalence pending,behavioral candidate,ExecutionEpisodePhase,src/runtime/navigation_runtime/include/navigation_runtime/execution_episode.hpp:51,9e1d62d9fcafef4f9cf56775ee263ef3cef908dc
ExecutionEpisodeSnapshot.command_available,ExecutionEpisodeSnapshot,requires writer/reader proof,commit/retained/stoppedHold/suspend/failClosed,publication/retention guards,execution episode,suspend/failure/reset,exposure permission memory,not from active pointer alone,UNRESOLVED,UNRESOLVED,not established,execution_episode.hpp:108-243; navigation_runtime_node.cpp:2983-3004; target equivalence pending,behavioral candidate,bool,src/runtime/navigation_runtime/include/navigation_runtime/execution_episode.hpp:52,9e1d62d9fcafef4f9cf56775ee263ef3cef908dc
ExecutionEpisodeSnapshot.failure_latched,ExecutionEpisodeSnapshot,requires writer/reader proof,failClosed/eligible reset,commit/retention gate,failure episode,reset/eligible new goal,temporal failure memory,possibly from variant; proof pending,UNRESOLVED,UNRESOLVED,not established,execution_episode.hpp:85-243; target equivalence pending,behavioral candidate,bool,src/runtime/navigation_runtime/include/navigation_runtime/execution_episode.hpp:53,9e1d62d9fcafef4f9cf56775ee263ef3cef908dc
ExecutionEpisodeSnapshot.safety_suffix_active,ExecutionEpisodeSnapshot,requires writer/reader proof,commit/sample/preserve/stoppedHold/reset,retarget and publication guard,safety suffix episode,stop/new command/reset,physical role memory,not from bundle role alone after sample,UNRESOLVED,UNRESOLVED,not established,execution_episode.hpp:108-219; target equivalence pending,behavioral candidate,bool,src/runtime/navigation_runtime/include/navigation_runtime/execution_episode.hpp:54,9e1d62d9fcafef4f9cf56775ee263ef3cef908dc
ExecutionEpisodeSnapshot.restart_from_rest,ExecutionEpisodeSnapshot,requires writer/reader proof,requestRestartFromRest/clear/stoppedHold,PlanFromRest selection,stopped recovery attempt,consume/fail/reset,temporal request,possibly recovery variant; proof pending,UNRESOLVED,UNRESOLVED,not established,execution_episode.hpp:182-219; target equivalence pending,behavioral candidate,bool,src/runtime/navigation_runtime/include/navigation_runtime/execution_episode.hpp:55,9e1d62d9fcafef4f9cf56775ee263ef3cef908dc
ExecutionEpisodeSnapshot.recovery_state,ExecutionEpisodeSnapshot,requires writer/reader proof,commit/sample/recovery event/failClosed,nominal admission/retry policy,execution recovery episode,transition/reset,policy state,cannot equate to phase by name,UNRESOLVED,UNRESOLVED,not established,execution_episode.hpp:108-243; execution_recovery_state.hpp:7-89; target equivalence pending,behavioral candidate,ExecutionRecoveryState,src/runtime/navigation_runtime/include/navigation_runtime/execution_episode.hpp:60,9e1d62d9fcafef4f9cf56775ee263ef3cef908dc
ExecutionTimelineStore.mutex_,ExecutionTimelineStore,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,infrastructure/config,mutable std::mutex,src/execution/navigation_execution/include/navigation_execution/committed_bundle_store.hpp:821,43047ecc7f7da8027860bcf42c2d807c2e555885
ExecutionTimelineStore.active_goal_epoch_,ExecutionTimelineStore,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,std::uint64_t,src/execution/navigation_execution/include/navigation_execution/committed_bundle_store.hpp:822,43047ecc7f7da8027860bcf42c2d807c2e555885
ExecutionTimelineStore.timeline_version_,ExecutionTimelineStore,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,mutable std::uint64_t,src/execution/navigation_execution/include/navigation_execution/committed_bundle_store.hpp:823,43047ecc7f7da8027860bcf42c2d807c2e555885
ExecutionTimelineStore.active_lineage_version_,ExecutionTimelineStore,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,mutable std::uint64_t,src/execution/navigation_execution/include/navigation_execution/committed_bundle_store.hpp:824,43047ecc7f7da8027860bcf42c2d807c2e555885
ExecutionTimelineStore.last_transaction_id_,ExecutionTimelineStore,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,std::uint64_t,src/execution/navigation_execution/include/navigation_execution/committed_bundle_store.hpp:825,43047ecc7f7da8027860bcf42c2d807c2e555885
ExecutionTimelineStore.world_identity_,ExecutionTimelineStore,last published world identity,world publish/recertification methods,commit/admission/world comparison,published world epoch,new world/reset,yes: latest published world,no,KEEP,WorldAuthority,last published world identity,committed_bundle_store.hpp:821-829; target equivalence pending,behavioral candidate,std::optional<navigation_world_model::WorldSnapshotIdentity>,src/execution/navigation_execution/include/navigation_execution/committed_bundle_store.hpp:826,43047ecc7f7da8027860bcf42c2d807c2e555885
ExecutionTimelineStore.committed_,ExecutionTimelineStore,active immutable bundle,commit/activate/revoke methods,load/publishIfCurrent/anchor checks,execution until revoke,replacement or revoke,yes: active trajectory,no,KEEP,ExecutionAuthority,active immutable bundle,"committed_bundle_store.hpp:79-566,821-829; target equivalence pending",behavioral candidate,mutable std::shared_ptr<const navigation_planning::CandidateBundle>,src/execution/navigation_execution/include/navigation_execution/committed_bundle_store.hpp:827,43047ecc7f7da8027860bcf42c2d807c2e555885
ExecutionTimelineStore.pending_,ExecutionTimelineStore,staged immutable successor,stage/activate/revoke methods,activatePendingIfDue and snapshot,stage to cutover/cancel,activation/revoke,yes: successor,no,KEEP,ExecutionAuthority,staged immutable successor,"committed_bundle_store.hpp:30-35,821-829; target equivalence pending",behavioral candidate,mutable std::shared_ptr<const navigation_planning::CandidateBundle>,src/execution/navigation_execution/include/navigation_execution/committed_bundle_store.hpp:828,43047ecc7f7da8027860bcf42c2d807c2e555885
ExecutionTimelineStore.pending_activation_ns_,ExecutionTimelineStore,future cutover boundary,stage/activate/revoke methods,activation guard,stage to cutover/cancel,activation/revoke,yes: future time,possibly from pending bundle; proof pending,KEEP,ExecutionAuthority,future cutover boundary,"committed_bundle_store.hpp:30-35,821-829; target equivalence pending",behavioral candidate,mutable std::int64_t,src/execution/navigation_execution/include/navigation_execution/committed_bundle_store.hpp:829,43047ecc7f7da8027860bcf42c2d807c2e555885
MissionController.mission_,MissionController,requires writer/reader proof,constructor,snapshot/acceptance/goal selection,controller object,object replacement,yes: mission definition,not from measured progress,UNRESOLVED,UNRESOLVED,not established,"mission_controller.cpp:28-45,451-477,569-572; target equivalence pending",behavioral candidate,Mission,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/mission_controller.hpp:110,775422f25c2ac9288c5ee25625dba1cb16befb59
MissionController.route_progress_,MissionController,requires writer/reader proof,constructor/reset/update,snapshot/crossing/insideAcceptance,controller object and activation,activate/reset/new observation,yes: measured geometric history,not from accepted gate,UNRESOLVED,UNRESOLVED,not established,"mission_controller.cpp:28-54,451-477,498-509; target equivalence pending",behavioral candidate,navigation_mission::RouteProgress,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/mission_controller.hpp:111,775422f25c2ac9288c5ee25625dba1cb16befb59
MissionController.mutex_,MissionController,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,infrastructure/config,mutable std::mutex,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/mission_controller.hpp:112,775422f25c2ac9288c5ee25625dba1cb16befb59
MissionController.state_,MissionController,requires writer/reader proof,activate/deactivate/onTrajectory/update,update guards/holding/waitingForAirborne,mission lifecycle,transition/deactivation,yes: mission policy phase,target sum-type equivalence pending,UNRESOLVED,UNRESOLVED,not established,"mission_controller.cpp:48-89,101-245,340-693; target equivalence pending",behavioral candidate,MissionControllerState,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/mission_controller.hpp:113,775422f25c2ac9288c5ee25625dba1cb16befb59
MissionController.active_waypoint_index_,MissionController,accepted mission gate,MissionController::update/activate,activeWaypoint/goal event/progression,mission session,accepted gate/new mission,yes: policy acceptance,no: cursor is measurement only,KEEP,MissionProgress,accepted mission gate,mission_controller.cpp:340-590; target equivalence pending,behavioral candidate,std::size_t,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/mission_controller.hpp:114,775422f25c2ac9288c5ee25625dba1cb16befb59
MissionController.next_goal_time_s_,MissionController,requires writer/reader proof,activate/waypoint transitions,update PublishGoal deadline,waiting for next goal publication,publication/new waypoint/deactivation,yes: temporal scheduling boundary,possibly event scheduling; proof pending,UNRESOLVED,UNRESOLVED,not established,"mission_controller.cpp:48-60,599-631; target equivalence pending",behavioral candidate,double,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/mission_controller.hpp:115,775422f25c2ac9288c5ee25625dba1cb16befb59
MissionController.hold_start_time_s_,MissionController,requires writer/reader proof,activate/measured hold/update,STOP hold duration gate,current STOP hold,speed interruption/new waypoint/deactivation,yes: hold interval origin,not from current position alone,UNRESOLVED,UNRESOLVED,not established,"mission_controller.cpp:48-61,540-543,636-680; target equivalence pending",behavioral candidate,double,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/mission_controller.hpp:116,775422f25c2ac9288c5ee25625dba1cb16befb59
MissionController.request_id_,MissionController,requires writer/reader proof,activate/advanceRequestId,continuation witness/goal event/route snapshot,mission request sequence,new request/new mission,yes: request provenance,possibly canonical mission intent ID; proof pending,UNRESOLVED,UNRESOLVED,not established,"mission_controller.cpp:48-57,569-572,707-721; target equivalence pending",behavioral candidate,std::uint64_t,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/mission_controller.hpp:117,775422f25c2ac9288c5ee25625dba1cb16befb59
MissionController.braking_start_time_s_,MissionController,requires writer/reader proof,onTrajectory/update,safety stop timeout gate,braking episode,replacement/nominal resume/deactivation,yes: timeout origin,not from braking end time alone,UNRESOLVED,UNRESOLVED,not established,"mission_controller.cpp:144-205,220-226,374-445; target equivalence pending",behavioral candidate,std::optional<double>,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/mission_controller.hpp:118,775422f25c2ac9288c5ee25625dba1cb16befb59
MissionController.braking_end_time_s_,MissionController,requires writer/reader proof,onTrajectory/update,braking completion gate,braking episode,replacement/nominal resume/deactivation,yes: trajectory temporal boundary,possibly from active stop bundle timing; proof pending,UNRESOLVED,UNRESOLVED,not established,"mission_controller.cpp:144-205,220-226,374-378; target equivalence pending",behavioral candidate,std::optional<double>,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/mission_controller.hpp:119,775422f25c2ac9288c5ee25625dba1cb16befb59
MissionController.stopped_start_time_s_,MissionController,requires writer/reader proof,onTrajectory/update,measured stop confirmation gate,continuous low-speed interval,speed interruption/stop replacement/deactivation,yes: measured temporal memory,not from current velocity alone,UNRESOLVED,UNRESOLVED,not established,"mission_controller.cpp:165-203,374-438; target equivalence pending",behavioral candidate,std::optional<double>,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/mission_controller.hpp:120,775422f25c2ac9288c5ee25625dba1cb16befb59
MissionController.arrival_start_time_s_,MissionController,requires writer/reader proof,onTrajectory/update,STOP acceptance confirmation gate,continuous arrival interval,gate interruption/new waypoint/deactivation,yes: measured temporal memory,not from current position alone,UNRESOLVED,UNRESOLVED,not established,"mission_controller.cpp:150-163,520-545,615-622; target equivalence pending",behavioral candidate,std::optional<double>,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/mission_controller.hpp:121,775422f25c2ac9288c5ee25625dba1cb16befb59
MissionController.pending_position_control_,MissionController,requires writer/reader proof,onTrajectory/update,one-shot POSCTL request event,failed handover episode,consumed in update/deactivation,yes: pending output event,possibly event queue entry; proof pending,UNRESOLVED,UNRESOLVED,not established,"mission_controller.cpp:118-140,196-244,351-355; target equivalence pending",behavioral candidate,bool,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/mission_controller.hpp:122,775422f25c2ac9288c5ee25625dba1cb16befb59
MissionController.checkpoint_valid_,MissionController,requires writer/reader proof,activate/deactivate/onTrajectory/update,resume waypoint checkpoint decision,across deactivation,completion/new mission,yes: resume policy memory,not from state Idle alone,UNRESOLVED,UNRESOLVED,not established,"mission_controller.cpp:48-88,118-140,588-590,659-663; target equivalence pending",behavioral candidate,bool,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/mission_controller.hpp:123,775422f25c2ac9288c5ee25625dba1cb16befb59
MissionController.trajectory_ready_,MissionController,requires writer/reader proof,onTrajectory/native callbacks/update,STOP and legacy readiness gate,current waypoint,safety sample/new waypoint/deactivation,yes: readiness witness,not from goal index alone,UNRESOLVED,UNRESOLVED,not established,"mission_controller.cpp:101-245,248-318,513-579; target equivalence pending",behavioral candidate,bool,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/mission_controller.hpp:124,775422f25c2ac9288c5ee25625dba1cb16befb59
MissionController.terminal_hold_pending_,MissionController,requires writer/reader proof,native terminal callbacks/update,certified terminal hold preservation,current terminal STOP/PASS boundary,measured settling/new waypoint/deactivation,yes: terminal hold memory,not from trajectory endpoint alone,UNRESOLVED,UNRESOLVED,not established,"mission_controller.cpp:261-338,520-566; target equivalence pending",behavioral candidate,bool,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/mission_controller.hpp:125,775422f25c2ac9288c5ee25625dba1cb16befb59
MissionController.previous_position_,MissionController,previous measured sample for segment crossing,MissionController::update,measuredWaypointCrossingError,adjacent measured samples,next finite sample/reset,yes: temporal memory,no from latest observation alone,KEEP,MissionProgress,previous measured sample for segment crossing,"mission_controller.cpp:363-371,465-477; target equivalence pending",behavioral candidate,std::optional<Eigen::Vector3d>,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/mission_controller.hpp:126,775422f25c2ac9288c5ee25625dba1cb16befb59
MissionController.previous_position_time_s_,MissionController,measurement interval bound,MissionController::update,sample-gap guard,adjacent measured samples,next finite sample/reset,yes: temporal memory,no from latest observation alone,KEEP,MissionProgress,measurement interval bound,"mission_controller.cpp:363-371,465-477; target equivalence pending",behavioral candidate,double,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/mission_controller.hpp:127,775422f25c2ac9288c5ee25625dba1cb16befb59
NavigationMode.trajectory_mutex_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,infrastructure/config,std::mutex,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:135,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.activation_time_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,rclcpp::Time,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:136,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.last_setpoint_time_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,rclcpp::Time,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:137,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.navigation_command_topic_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,infrastructure/config,std::string,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:138,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.goal_topic_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,infrastructure/config,std::string,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:139,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.state_topic_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,infrastructure/config,std::string,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:140,0bf4112406a2d859486aded7c8d85ca06adcc526
